order_id,customer_id,order_date,status,region_code
3508ece5-40d3-4a3d-97d3-31ab50dc1c72,267527d2-1cfb-4ae4-9f31-9fad65598240,2026-04-06 20:22:13,CANCELLED,NORTH
c8c08cbd-8164-495d-a913-3d91dc3fd0f5,a9e9c68d-ad95-4a58-92e9-fa7a8e4603cc,2025-11-16 10:22:13,DELIVERED,WEST
2dbe62ec-883e-46b0-ac21-b8111c202edf,ab1f19d4-809d-4d32-89af-09308bf55429,2026-02-28 06:22:13,SHIPPED,SOUTH
1f6000f8-bc46-437b-bc64-4aae1958dd81,09a32786-5e28-4095-a458-f7e48d7f4db8,2026-07-04 00:00:00,RETURNED,EAST
96feb3a8-7f56-4a6a-8dec-ba62f0ee0fb1,253e8522-06cf-4db9-b77e-332ad134bde8,2025-10-05 11:22:13,CANCELLED,NORTH
7cea57a8-02e2-4161-ab72-9148e05ee201,31c5d614-491f-4611-b105-12022c7ae8df,2025-12-16 17:22:13,DELIVERED,EAST
3ac1d864-8fc0-4b95-9fd1-9eab28504585,4165d5b9-7ae5-489c-ba80-d14f46a6dafa,2026-03-11 08:22:13,CANCELLED,SOUTH
67337d2d-cf70-4c95-8465-6ab59b8e8acb,9ebc6602-c34f-43bf-819f-25ad12e27f33,2026-02-01 01:22:13,DELIVERED,WEST
5ba4294d-cd3b-407c-ae8e-5880225465dc,451a08cf-ef68-4e4c-bd2a-2b318aec2286,2025-09-18 00:00:00,DELIVERED,SOUTH
dcbcf673-d5f5-49d7-a529-1b940e7ef4d3,92e8e632-1fae-4aaa-b6f1-65ca03c134fb,2026-06-03 00:22:13,CANCELLED,EAST
456a968a-cc41-4ab0-96bd-47aad2393df3,5c5c0474-c509-4a4a-ab7a-5d5eaec7e127,2025-09-21 00:00:00,RETURNED,EAST
31343ba3-e8c4-4dc4-bcd5-a097324fb957,63d869c5-9d25-4a44-a4aa-3da83e4be811,2026-06-04 00:00:00,RETURNED,SOUTH
5179b045-0bf0-4cc9-9aaa-61d0aee181da,UNKNOWN,2025-09-15 02:22:13,DELIVERED,EAST
ce75db90-0e99-4d37-878d-be71894b3f0f,d72798ce-b02b-45df-9f13-4ea1cfd252d5,2026-05-27 04:22:13,PLACED,WEST
18543b01-ab4f-48b4-8257-2a439c178c7e,5df52d38-821b-4406-b484-c16d150380fe,2025-09-14 00:00:00,DELIVERED,SOUTH
d0222b91-fdb3-4ea0-8047-e53068520f36,e1e09511-935e-4380-af89-5330e6734202,2025-11-09 20:22:13,PLACED,WEST
19b1c5a9-298f-459a-9944-db5e7660b9ff,debc62f9-c4ab-44e5-b2fe-5372dc32a619,2025-12-24 01:22:13,SHIPPED,NORTH
10832b41-b851-42a4-91a9-1e347e81576b,db8fad2a-f467-4e51-bb36-acf5baf3aed5,2026-04-03 18:22:13,CANCELLED,NORTH
822d96bc-a6d8-4d84-a2ed-b2d5e541c142,67c15c91-03d6-462c-83d6-68602467f7b7,2026-01-13 07:22:13,DELIVERED,SOUTH
120a7226-fa8e-4067-9dfd-c8bcf6d88933,ca600489-886a-4db0-acc6-57da4a16f024,2025-08-29 16:22:13,PLACED,NORTH
34e75656-a9d9-4c1a-adb9-c0cd3eaa4882,7e30ecb6-3e40-4e6a-bf3d-cb726f32f77b,2026-05-06 16:22:13,PLACED,NORTH
83e5fa53-76c7-4c3f-b473-3983da98865b,6970eea0-373f-49a3-a513-538ca834a6fd,2026-06-22 04:22:13,CANCELLED,WEST
e6797bec-114d-4b12-bcf0-ab11107970e5,75d7fca0-9f10-4d1a-ab02-0ec84531f2f1,2025-09-02 21:22:13,DELIVERED,WEST
327b193a-ea11-401d-8f57-a78e11ff672e,88dcc35b-328c-4f75-b0f7-412e1f5bf228,2025-10-11 07:22:13,PLACED,WEST
08c3561c-ed50-4b6e-85c5-d701102a1797,87e5e8c1-ace2-4195-b82f-f99b36e89dcd,2026-07-07 04:22:13,CANCELLED,WEST
1a5937bb-8892-4ce7-ab1e-ce659df5b7e5,4376002e-1341-44c9-818f-f35051f125b3,2025-08-24 00:00:00,CANCELLED,SOUTH
62a1b836-8d2d-4602-9ae4-9f120e25829d,e4098b93-c337-44a7-869e-c57af4a67c44,2026-01-11 05:22:13,SHIPPED,SOUTH
46882400-647b-4546-8360-f62e7cd3fe84,7cff1054-b2c7-4225-911d-14229d545a2b,2025-08-17 03:22:13,SHIPPED,EAST
b344ebf8-2bcc-4cc4-959d-65445d3207b5,dd959018-9b12-4677-b060-9f0c0581f3fd,2026-01-18 23:22:13,SHIPPED,SOUTH
2cf3e35d-68f4-4c5a-ac46-5e5dfdb09896,00ca1b7a-2fae-4c65-8b45-3fcb4c41c567,2025-08-09 15:22:13,DELIVERED,NORTH
6f975791-adde-4534-aad5-58ba8be435cc,2d0b02d0-bb0f-4034-a7b1-33bd47684be7,2026-03-17 05:22:13,SHIPPED,EAST
15a316b2-d7c2-4145-871a-3c26cbc6b3ac,267527d2-1cfb-4ae4-9f31-9fad65598240,2025-09-22 13:22:13,CANCELLED,NORTH
151e3fb2-a692-44cc-9c28-0f28fb5a00d6,ed14f607-9265-4434-af7d-02f19afceb54,2026-04-03 20:22:13,DELIVERED,WEST
f976fdce-7c49-48a6-883c-583c6a6497aa,2ecb3d42-4cd6-4985-956a-9358aedba620,2026-04-27 13:22:13,RETURNED,WEST
71954eec-66bf-4139-83d9-479732404553,85a30ee3-f3f6-4cff-89d6-dc002812dcc4,2025-12-15 19:22:13,PLACED,EAST
73dd4657-0e0a-4e72-b3bc-5b27e8ac5ddf,efdf9bcb-256c-4a7e-863c-4752b6c2ae66,2026-05-02 22:22:13,PLACED,EAST
9b6b7ca1-7964-4753-9692-14c2e4b13122,e4ae9446-92e8-4630-9b87-02069ab6e594,2026-02-04 02:22:13,PLACED,NORTH
aec58935-b69f-4b78-b146-c1c15b2243b0,f8f1c210-ebb0-4eb3-b122-c4ab7ab8969f,2026-07-01 08:22:13,SHIPPED,EAST
dbdf9dd6-22b3-4584-8b22-e943a890db8d,8736732b-46fb-48f4-b982-91df773309db,2026-01-09 15:22:13,CANCELLED,WEST
e805fb57-2f20-47ec-a2d9-8a571c9086b6,7cff1054-b2c7-4225-911d-14229d545a2b,2025-09-23 15:22:13,DELIVERED,SOUTH
046f96b3-c4e2-47ac-b9fb-13695ea423d0,361f7424-08dc-4e56-981e-5c20c2f13b09,2025-11-13 19:22:13,RETURNED,NORTH
fe080e8e-0a29-4335-9065-f0394eaee2b4,488dd665-8302-4b27-84ae-1d97c23a29b8,2025-08-23 15:22:13,PLACED,NORTH
d5e7ad61-63c1-4c91-a9e1-01ecf83d6598,99b21a83-9724-4ab8-bc97-fe18bf475d6f,2026-03-04 20:22:13,DELIVERED,SOUTH
e616ac5a-64cf-4d52-8eef-4721fdc3f612,3401c705-9e6a-425a-8f6d-8476fa7e22b6,2026-04-18 03:22:13,CANCELLED,SOUTH
96ac8ccc-1d34-4e3c-bf45-0149b868e15e,f83f7f6f-74ec-4c46-843a-4bf7b1ee12a9,2026-06-06 00:00:00,DELIVERED,SOUTH
af091d1f-d64b-475c-be11-4e6feb5b1713,5355d945-b674-4595-8458-563b721319a7,2026-05-28 01:22:13,RETURNED,NORTH
c6fa0e96-6cd9-4a59-ba3d-4b3e8b3456e5,c1295937-dd35-422e-8e3e-81be9ee6422c,2025-12-22 09:22:13,DELIVERED,NORTH
6b2485c3-c2c0-4a05-9a3b-852f84ab68a1,cde15e52-f959-46bd-9056-4d5f485f5486,2026-02-22 10:22:13,CANCELLED,SOUTH
e023d9cc-3711-4775-8ec9-4e83733da9ce,a86a366b-fca3-45b9-804a-6861b909c24a,2026-02-27 01:22:13,DELIVERED,WEST
e286976d-cde4-4744-83ae-985ee426fd92,fc35fa3a-ae8f-454c-87b2-dcc7ab699c27,2025-08-02 06:22:13,RETURNED,SOUTH
2d00339e-b40f-4ae1-8e30-df9119f1b74a,6d8a383e-0ee1-44de-a6c8-73ed764a5894,2025-09-28 07:22:13,SHIPPED,NORTH
8891819a-9418-453b-b4a5-fe055bd08634,1990974e-5420-4505-9656-aec7b6748f11,2026-03-02 22:22:13,SHIPPED,SOUTH
9f04afd7-30c0-404c-99e8-e5779d6c8b63,f990cf48-22f5-44b0-a788-0905ea0f3fe1,2026-01-16 02:22:13,SHIPPED,SOUTH
c4d119b3-db54-4f92-b64b-ef52c95247a6,d71adcbf-e5c9-482e-a1f9-e9d5b2a7cae4,2026-02-03 00:00:00,RETURNED,EAST
bb7f23b9-f5b7-493f-bee5-f3431628eace,66bdbcf7-c052-4023-99ed-432af1acdf2a,2025-08-18 00:00:00,CANCELLED,EAST
8171a585-8d59-4c95-892d-3b40b7dc29a0,UNKNOWN,2025-12-22 07:22:13,CANCELLED,WEST
40016a9c-e7be-4359-b0ac-339de9744d5a,7106fb75-274f-4487-b20b-fb1af684fca6,2025-07-21 15:22:13,RETURNED,NORTH
acd824c7-e424-4ae1-b98f-be53ed5e1808,cdfe3ec7-0084-4263-aeee-1b35e678da2e,2026-05-04 10:22:13,PLACED,NORTH
2a957c9c-f982-44d1-8238-6a613ef3df63,a6582e63-182e-4ae7-af04-4c5f30f53a91,2026-01-23 00:22:13,RETURNED,NORTH
ab454613-03c3-4e5f-b62d-aac5c77c3675,49881c4f-3461-4118-b011-2c5a255f3cdc,2025-11-21 17:22:13,CANCELLED,SOUTH
9f8b0c9a-e567-4289-9798-19ed686c1e4b,5378458a-363c-43ec-a269-08cc2a68873d,2025-07-30 20:22:13,SHIPPED,EAST
c3c1712b-1b94-42e4-b422-474d890b791f,4f3b0a02-9ffc-4330-bbbe-6c2569796b02,2025-11-27 00:00:00,CANCELLED,WEST
f74bfbaf-6e5b-42b2-b90c-1044e9f11754,3248bb73-a8f3-46c1-a6ff-9458cd49a23a,2025-10-09 01:22:13,RETURNED,NORTH
906a4cf0-d070-447d-91e4-96be46e8719a,c1d7c6b9-9ed0-4910-ab88-b2e496cc77ff,2025-12-24 00:00:00,PLACED,WEST
f63bad29-a2c5-4831-9bc0-18c10b174ee6,UNKNOWN,2026-07-01 03:22:13,CANCELLED,NORTH
01bffb62-df4a-4a5c-89f3-61cef1bea5f6,d37abe2e-bb00-45e9-91e4-de435e492f5d,2026-01-11 07:22:13,PLACED,WEST
76c13145-2f19-430b-9ce6-0c4f5bde7098,cfaf5bcf-a532-4e91-b200-80b396a55041,2026-01-22 10:22:13,RETURNED,WEST
70820b14-e49f-4391-a803-57fe8587b8c0,61009261-029c-4438-9136-96473be25e97,2025-08-22 14:22:13,DELIVERED,SOUTH
1f7e0a7d-4eac-4265-b986-47dcb92952e1,decf1256-962c-43fc-b21e-be36b7120e2b,2025-09-30 12:22:13,DELIVERED,SOUTH
fd43bc1e-9567-48ef-9247-38f3d753185b,ff66cb93-4da2-4cfe-9e04-381fc628b6cb,2026-05-14 08:22:13,DELIVERED,SOUTH
17ecf870-e5f9-4001-8e3d-e8feccfe9782,c358f3d9-27d9-4973-83f7-1b3d75e4e4ec,2025-11-11 03:22:13,SHIPPED,WEST
eaf00d74-a59e-485d-bc16-32117b0088c2,5d775f09-410d-4001-a7f8-da1a282e180f,2026-01-15 03:22:13,PLACED,WEST
ea72c2d8-dcf4-4769-b2a9-b0d8e0fdb0ed,6ee485a9-2410-4e63-8981-ddb4090044d9,2026-01-05 10:22:13,PLACED,NORTH
b2c98f33-da85-4357-b2a9-e62d0ca70d7f,b642f518-5720-41dc-abef-1afbc52417db,2025-10-27 09:22:13,RETURNED,NORTH
537029cb-4d08-48b4-b6b5-e706c120f743,d015fbb1-b804-4911-be61-8e9869a7cdfa,2025-10-13 00:00:00,DELIVERED,NORTH
5916b6eb-4f84-4d25-b579-6383a05d8518,6741736c-927f-4323-adfb-72873fe1af84,2025-08-25 09:22:13,PLACED,NORTH
29140886-36ba-4d23-975f-0ed73dfd83f9,63d75b17-b0e3-4440-950b-6e0f68232901,2026-02-12 00:22:13,DELIVERED,SOUTH
63b5c96b-b0c5-4b23-bf28-c342c3955ac8,e07b2516-9958-4106-8d30-3acbd3204883,2026-03-15 19:22:13,PLACED,EAST
2aa5db8e-8844-43c7-9525-437bad0e5a0e,c2be9f00-dd4a-4e86-ab6b-5f76278a3b5c,2026-02-27 15:22:13,RETURNED,WEST
666d4401-9216-4cca-b9c9-72f7f648ea7c,d320e9e3-1d70-47be-a1f3-24bb99b7164c,2026-02-05 07:22:13,DELIVERED,EAST
5e4c3fb6-eca6-425a-a959-351c4e8245fb,61f8cac8-004c-40e2-8c15-24d4f82e55c9,2026-07-09 04:22:13,CANCELLED,EAST
08a6c021-cd83-471f-bc15-5582258d9701,d46f459d-84d9-4b1b-9f51-d45a04d3604a,2025-12-07 14:22:13,PLACED,SOUTH
365f1005-4d50-423c-817b-68464cee7e14,d980104a-23c0-4ff2-a2ca-d422d1416cbd,2026-04-06 10:22:13,CANCELLED,EAST
11554f3b-f0cb-4ab2-ba6a-a3401e37c502,217eeab9-5d2d-46f2-9256-b567820abcd3,2026-04-13 09:22:13,DELIVERED,EAST
d9a47742-53a9-4656-a13e-542229251ee3,b307b4d8-0fb4-430a-af5c-037629500d53,2026-04-27 18:22:13,DELIVERED,NORTH
5a062e5a-419d-4a24-990e-592e1fc36517,559c65f4-74d0-44ca-abf4-d0c9a1daf5f4,2026-02-08 00:22:13,SHIPPED,NORTH
5ccabcb3-ce23-4db7-a379-9624856be2ee,5c5c0474-c509-4a4a-ab7a-5d5eaec7e127,2025-12-24 02:22:13,RETURNED,EAST
32f1db7c-f8b3-464f-8227-0555888d89ce,8b52cbf1-f5c6-446b-932f-1329e3c3a3eb,2026-04-25 02:22:13,RETURNED,WEST
0d4c160e-4b51-4d4c-a28d-0dcaefb77a95,9b6899e7-5399-46b3-bb77-c5be84b4eb01,2026-03-03 00:22:13,SHIPPED,SOUTH
8400bcb9-5565-430f-a6c9-a44371902541,740cf099-ca34-4045-9fd1-8acc3012cf94,2026-02-04 07:22:13,PLACED,WEST
d0ae0014-4328-4e06-9803-a0947d9a28f2,4202e260-c4de-4795-b0b3-e218d511a66c,2025-12-04 10:22:13,DELIVERED,NORTH
dfd5aa72-c423-4623-901b-e98df932c24d,5420d28e-6029-4b53-b344-5dd4f77c2a52,2026-01-19 06:22:13,SHIPPED,NORTH
49a0d753-58be-4baa-bf92-4c1059d57d3d,3401c705-9e6a-425a-8f6d-8476fa7e22b6,2025-11-17 00:22:13,PLACED,EAST
ceece2db-8ad3-45ef-a81f-06717fb6ded5,d9a75548-1df4-4c5f-954e-b60bbaf6faa7,2025-11-27 11:22:13,CANCELLED,WEST
8157f6f1-4872-4f7a-bd85-d7c51ee8c127,5c5c0474-c509-4a4a-ab7a-5d5eaec7e127,2025-11-13 18:22:13,CANCELLED,SOUTH
97fae99e-327c-4cf1-9338-b923365d8507,2ecb3d42-4cd6-4985-956a-9358aedba620,2025-10-19 00:22:13,CANCELLED,WEST
c3c77200-3476-4398-b951-37a88f595989,1909faf4-b468-45da-879a-e96265d93751,2025-08-05 06:22:13,CANCELLED,NORTH
427ac712-e6a6-4019-9fdc-2fdd1edfaf40,4eee24c2-9881-46aa-8087-adbae6f3e2f6,2026-06-30 00:00:00,PLACED,NORTH
85d7258f-0dad-449f-8665-c010b87af68b,147ed37a-3113-4335-92f3-ec0f93cbfddd,2026-05-08 13:22:13,RETURNED,EAST
f91a0c27-d6eb-4b1c-948e-268437428b90,35bb1c80-b283-44f8-9e58-14734a7c5b27,2025-08-26 01:22:13,RETURNED,SOUTH
15a0f83b-b7f8-48a5-9c13-517344d8888a,13479f26-3bd3-43ec-9b88-e5aca1aefb70,2025-08-26 22:22:13,DELIVERED,SOUTH
aed627fc-2aec-4ab1-b539-155b690e8ea0,0ffee807-cdfb-4757-8aa3-a373f81a5da2,2025-10-15 12:22:13,SHIPPED,NORTH
e9b48492-2b20-40ac-b203-704a94873111,UNKNOWN,2025-08-16 06:22:13,CANCELLED,NORTH
6a3cdf5f-09bc-45b5-83b7-04e5ad6c5afd,25d0941d-0163-482b-8b12-6a9ff44c3915,2026-05-19 21:22:13,CANCELLED,SOUTH
b93cd7fc-280a-48d3-8343-0344f34b4429,ba7c0302-385b-4a00-a1b0-822a63c804d8,2025-11-08 19:22:13,DELIVERED,EAST
5d6a34c3-3447-4ec0-8663-b34f2e781a2c,12e33fc0-437d-4a43-80e0-44ebbec9a2c1,2026-06-19 14:22:13,CANCELLED,EAST
c0038e92-03ec-4c53-8bc3-f675f65c6a85,e5f98d1a-28c7-4b84-ab05-924923f16fd5,2025-08-16 00:00:00,DELIVERED,WEST
02a4cca0-db8f-4122-89af-d882d0902a9c,05de0f35-6fa0-4074-86d6-98bd2cccd7bb,2025-11-27 23:22:13,SHIPPED,NORTH
dbe5bbd0-1fcc-4ac1-a0a7-b2231473403b,3417664f-2c1a-4887-9cb6-7477b2a7a8d7,2026-06-24 02:22:13,PLACED,WEST
9b2f8249-076c-4064-b025-929a0b4568b9,9c0b5caa-6c09-4c74-85fd-44ed3b530039,2026-02-19 02:22:13,PLACED,WEST
0d81f9e1-84aa-4d4b-b785-db9d5c0c65f0,7b18cb81-676b-40b4-83f8-26d51a526a02,2025-11-14 13:22:13,CANCELLED,SOUTH
7a6fd8c0-5988-46e6-ab89-b6901627c7a6,f5f1afad-535e-41ef-b2d2-f997abd180ee,2025-12-25 07:22:13,PLACED,EAST
9e29735e-fc35-47ca-ab94-16f11e2efb61,434fadeb-e1ae-4aa5-9a2f-a0469c306cb1,2026-05-29 00:22:13,SHIPPED,WEST
781c4158-0997-40cd-b24e-8358bf24c977,8f38021b-4a3f-46b6-b85e-9cf28c5c13b3,2026-02-12 11:22:13,RETURNED,NORTH
e627e71c-5710-4291-9cf5-8b271b1967ad,72086cd4-3cbc-4f72-b8a2-3439b5b12927,2026-07-01 11:22:13,DELIVERED,WEST
15b6063e-eb7b-4816-a58a-6c2aa0ac7721,e0fdcd9e-022b-48bb-a229-2463965ff1fb,2026-05-12 15:22:13,DELIVERED,WEST
213b8791-4451-44f7-a174-fc42c503837c,9dbf7708-a510-4a16-b14d-0584869a1816,2025-10-31 22:22:13,DELIVERED,NORTH
87e6f3b1-ab3e-4952-b23e-ec2de39cecd3,3e599188-b869-4493-aea8-9f97de73e6ee,2026-06-26 16:22:13,CANCELLED,NORTH
b035e86f-7c15-4c61-aadd-4dcc0b2903e1,8947d1c3-e8e4-4e75-a564-33ad24ce5bc0,2026-04-25 00:00:00,PLACED,SOUTH
b754c590-c14f-4401-82e8-b0c20b6116f9,f5f1afad-535e-41ef-b2d2-f997abd180ee,2026-05-13 21:22:13,DELIVERED,WEST
c0fb33df-a409-4ffa-b267-5fa185100bf9,c33a312f-6c66-4bcf-a38a-9150aad4a2bc,2025-07-21 13:22:13,PLACED,NORTH
04371c40-1e19-4680-b414-1a0036fc2be1,4b88b448-0ce0-40e9-8687-67c5af1aefd6,2025-09-25 00:00:00,RETURNED,EAST
a7a1043c-1027-472a-8ec7-78c65a300750,0d9e61d4-0308-4d50-8c90-ebaaac30afe6,2025-12-22 18:22:13,SHIPPED,SOUTH
002650a3-565d-4194-97b0-396298eefc34,efdf9bcb-256c-4a7e-863c-4752b6c2ae66,2026-06-04 01:22:13,DELIVERED,SOUTH
eab058e0-97af-4ce6-b5bc-f61087916095,5378458a-363c-43ec-a269-08cc2a68873d,2026-04-15 17:22:13,DELIVERED,NORTH
3605c227-5e9f-4a11-a679-3be2d70914cb,88dcc35b-328c-4f75-b0f7-412e1f5bf228,2025-09-01 23:22:13,PLACED,EAST
8e761a2b-6228-4e88-b5cb-261168eb58c4,84dcb8a1-a647-4198-8406-82c45c9520f2,2026-05-20 00:00:00,PLACED,SOUTH
aca98643-4bba-484e-92e7-b9c803febedc,bf953c24-821d-4434-9c15-7966baa3a5cf,2025-11-28 06:22:13,PLACED,NORTH
65a3fb92-2116-4c18-aa17-e0612a30775d,6741736c-927f-4323-adfb-72873fe1af84,2026-05-16 00:00:00,CANCELLED,WEST
bfb8cce5-2eb4-44d3-82b1-c867cefc2790,08d89b47-0471-4319-b065-60f21f4ca831,2026-01-10 11:22:13,RETURNED,NORTH
48aee4c7-cf53-4224-a20b-3d56ab2916f7,907c83dc-5266-4a3e-a694-1960aaaa88a2,2025-08-14 04:22:13,SHIPPED,EAST
05a1e111-e125-4b28-9181-9b5dd3e3b41c,7a0e978c-0062-4158-a604-57d407c4cbd6,2025-10-18 06:22:13,CANCELLED,SOUTH
2c74234a-0f63-4b68-820a-12e0a9681852,019f564b-4b53-45ae-aceb-f159636338f2,2025-10-16 07:22:13,CANCELLED,NORTH
10bc01e6-35e8-4724-99c7-ca82cae9754b,dd3a044c-051c-48e1-9aee-874940fae340,2025-07-30 18:22:13,RETURNED,EAST
b514f760-b0be-4b34-877e-31bc468bc0ab,a246ab01-c2b1-44b0-8da4-7a10c55e2942,2026-04-11 15:22:13,CANCELLED,WEST
13dcc8fd-8f0a-4942-b9da-25d9b8b140c4,dd72f10d-0c5c-4ac6-ae24-839883551eab,2026-07-10 03:22:13,DELIVERED,WEST
d4036b4e-6c11-4ec0-a258-8fefc90b4d28,a092617c-4617-4d66-95c5-0ec0fa9a83cd,2025-09-13 13:22:13,PLACED,EAST
978707bb-4110-4994-afb5-5aead9b6db5e,63d869c5-9d25-4a44-a4aa-3da83e4be811,2026-03-28 21:22:13,SHIPPED,NORTH
5bc27635-b15d-44bf-a9b0-35a11418417d,a6582e63-182e-4ae7-af04-4c5f30f53a91,2025-08-15 23:22:13,PLACED,NORTH
f3dfaad3-9125-4339-a2f0-f6bb1b4d258e,c358f3d9-27d9-4973-83f7-1b3d75e4e4ec,2026-03-27 05:22:13,DELIVERED,NORTH
96b0bd82-4fc8-432a-9196-cf1462d1ccb4,d130d335-9c8c-4399-a0b8-6c8c333eab97,2026-06-21 16:22:13,RETURNED,SOUTH
5783e896-3aa2-4819-a7d1-e1c34c79f9bd,36c8542d-a042-4c96-ac00-479889661da3,2025-08-29 03:22:13,CANCELLED,WEST
735774a8-5b80-47a8-9f56-65cef85fdd94,9f522c76-c431-4a68-bb83-e211d6331a7f,2026-01-21 21:22:13,CANCELLED,SOUTH
bcce8c0a-3e3d-489d-99b7-c168d9862560,01c22984-0a20-4b02-9c07-082af55a17a5,2026-05-09 08:22:13,CANCELLED,SOUTH
55d4f616-cdc9-4823-a976-b1348c746783,964c0a1d-da8b-4e7d-8783-636c25cdbddc,2025-11-08 16:22:13,DELIVERED,WEST
56f9d038-42e5-4c04-bf12-26038bac5622,63b75fee-7cff-4496-9ea2-5b8c93a1e947,2025-11-17 02:22:13,PLACED,SOUTH
30fa1106-4ca4-4fd0-bd30-e95ca1eeaeba,f69bb38b-40c6-4628-97c2-053c0b07e3ad,2025-11-10 05:22:13,RETURNED,WEST
a219c8ee-3933-4740-8743-712898d22b2a,25fa72f6-e1ee-48ee-83d7-db14609fd92a,2025-09-18 00:00:00,DELIVERED,EAST
95bad8c7-b5da-43a8-b32c-8bc106a34f11,dfd3c907-4dad-4b3f-823a-c76b15c5f195,2025-10-12 23:22:13,RETURNED,WEST
da7c8696-bab0-441f-be5a-52db12a7a3ca,UNKNOWN,2026-04-12 13:22:13,DELIVERED,WEST
6f645f2d-b8f7-4eec-ae02-013a301cc507,f1cb62e9-1f11-4335-9892-d7ca8f78a656,2026-04-20 22:22:13,CANCELLED,EAST
24bea887-ccde-49f9-91d7-b9b01238202b,84dcb8a1-a647-4198-8406-82c45c9520f2,2026-01-29 22:22:13,RETURNED,WEST
dab1d62e-4b7f-475d-ad7d-d539cc876e43,4202e260-c4de-4795-b0b3-e218d511a66c,2026-06-08 15:22:13,CANCELLED,NORTH
3a175e26-e290-4152-b780-3c1830acdf64,faa87932-9a65-4056-9bc4-dae721cf0dbb,2025-10-25 17:22:13,DELIVERED,NORTH
a87d1bf3-a2aa-4cb5-bd93-c3d35c0b366e,a5ec7cf2-191b-4254-9ca8-3a94318b2ac9,2026-05-30 09:22:13,SHIPPED,WEST
967c807a-afd7-4fa0-b989-5f9a43c1410a,c358f3d9-27d9-4973-83f7-1b3d75e4e4ec,2025-08-30 00:00:00,PLACED,NORTH
f1b54462-0ea0-4492-9079-c9ccb04f5876,UNKNOWN,2026-04-14 16:22:13,DELIVERED,WEST
c37dc552-53d2-42e0-8223-747f86e3b038,08a7ac1f-47f2-4ed9-a035-475e0b3cb768,2026-01-19 03:22:13,RETURNED,SOUTH
d7ae5180-bc59-44df-b662-cbaec005e55c,cb561ec0-5981-4bc7-b457-07c9feadc341,2025-09-10 10:22:13,PLACED,EAST
03dd13c4-ad31-4bb3-b711-6a44f78e4bb7,e5f98d1a-28c7-4b84-ab05-924923f16fd5,2025-12-17 11:22:13,SHIPPED,WEST
6ebc3adf-9191-4716-8588-96443d0f12a9,5338390c-6b09-4cb9-992f-6f03570385cb,2025-12-29 17:22:13,DELIVERED,WEST
c5e688a3-b557-4b40-b19e-16888b7e7873,f0d6eaf0-5872-4499-aeb3-faa0668e74c5,2025-10-28 09:22:13,PLACED,WEST
