item_id,order_id,product_id,quantity,unit_price,discount_percent
eeeb56b6-7831-4167-860f-b4bdc390542c,802ad261-7fde-419e-b56e-1958a40680bb,13c4f0de-19b0-4120-bb53-840a77df735c,1,158.53,14.01
d6a96e4c-e6eb-452a-9898-4104d191ed56,f63bad29-a2c5-4831-9bc0-18c10b174ee6,a399d3c8-cb43-42f9-99ff-e7ff8923d388,8,329.52,4.84
03778017-2f81-4312-8628-1372e51e601b,53ddd746-440d-4a3a-aded-4ce6c24f3264,8796a647-c996-42db-9002-d0d0e57408a2,3,284.35,13.95
fcd6a52d-5118-40a6-ae53-c47116e685a8,002650a3-565d-4194-97b0-396298eefc34,795e4402-3873-4d9b-83c6-75374cf8d0f0,7,493.92,7.31
2744a942-b815-4f65-9cc1-f77a7a5f97a3,5179b045-0bf0-4cc9-9aaa-61d0aee181da,16c8187e-957a-4ddf-8ca9-42947be5ccef,4,168.43,21.61
35ef535e-822a-43ff-9617-d57f2cdb77f0,bb7f23b9-f5b7-493f-bee5-f3431628eace,bd8e4ee0-292a-4c69-8877-fd64508895a8,9,76.3,0.09
1f2105c9-2fcf-4880-8e14-afe7d39177b0,2f880c2c-1cd6-4f3d-8767-6f4b37a5d984,0150c37f-6fc7-43bb-911a-71c43e48ce04,8,48.08,28.56
7da8a87c-0aed-4f73-a515-ca0fb6eec2c1,e616ac5a-64cf-4d52-8eef-4721fdc3f612,6c59c10f-bc4e-4635-bf23-ddc76f211427,9,111.7,6.73
6b914054-c01b-4b7c-88d4-e263d6407565,697a61b7-e92f-499f-a813-79bc38753e84,ec6603c0-dad2-40a6-9c07-077d48257c01,2,129.26,27.38
4c1d75b1-8095-4cb4-80a8-f5963001dc8e,fe32295d-ac1d-40cd-8a10-9016d7961fae,8a129cd6-04a8-4adf-b8db-c6b4e827306b,4,213.12,10.6
a93192c1-223a-4213-8bac-f093e7712c65,4a596830-b000-4e9b-8a1f-57316ca60e73,771d943f-a1d2-4491-8575-2be1b19f96a9,10,500.91,19.43
96e743f1-d2c4-49cb-a710-43dbf9352afe,b0e1c88b-1375-4c45-9d48-95fb3277e791,f01e2509-f370-4b88-b49b-7b3654ed132d,9,117.07,9.39
9e7dfec8-aaff-4734-a949-ee05a9e9c5ea,13dcc8fd-8f0a-4942-b9da-25d9b8b140c4,30bbe51c-1fb0-4447-b63a-04045e43c7c7,-2,415.4,1.67
5a1c932a-46d6-42c9-95f5-c9beb7c74d9c,bfb8cce5-2eb4-44d3-82b1-c867cefc2790,b2ddbe98-69d8-4d95-8916-a5416308b4ef,1,94.2,18.14
9d2b733b-ade8-4dbc-ab78-1498b2cc67ba,bef6eba9-f5a3-4a1c-a444-7802874e6e55,1d9ae587-1041-4544-bc27-70d40763f5a1,9,235.28,22.63
abcf9824-8b42-406c-9bb7-d31ce823bbb5,400c9318-b7ed-4d82-ab97-23764f5f8a37,398cc6bf-e1d2-4568-865c-5d1d48f89580,2,555.86,28.39
a8614b4f-ef08-4ed3-a262-98966681bd7e,ae48a68d-574d-4051-9dfc-7b34e90a0350,7c8689ef-1855-4870-a592-bb8f2120eb46,8,180.11,19.11
7aba01fc-dfb4-42c8-86e8-4aa8bd31c316,b0e1c88b-1375-4c45-9d48-95fb3277e791,0f58415b-1868-49ae-af9e-856a2e740124,2,467.44,9.1
0a4d969c-cee0-4ef9-919f-b2057808346c,978707bb-4110-4994-afb5-5aead9b6db5e,7f6d5991-3bcd-44e3-a066-c1ee6c18314f,4,523.66,6.84
6dbe6f5b-6fe3-45f2-be78-f85a062128b9,5aeb1bd9-10c9-4021-a3b0-8e1ae334aab7,9def823e-d818-41e7-b6f4-81334fbe863c,3,360.42,18.31
9b42aba4-1057-4431-9d53-d8820211a887,1370ef3f-9072-435b-88f5-cb1cd12fc61c,f328653f-bdbc-47e1-bf34-d5380dd84838,3,165.37,17.28
5ac97f34-349c-474d-9d36-04ccebfe093f,468753ba-c30b-4e31-8997-f3d57aa083a0,ef225b0e-cfed-449c-8553-3cb4aa647037,2,567.69,0.89
36b14a61-0401-4368-a497-97ae47d20e37,01ae88e6-6ef9-438a-9a86-c529adccb5d0,c9dab3da-cba8-4e1b-b67e-c16bea1de5b4,1,287.31,4.92
4d81fbf6-b5b1-43c1-b696-788e1ac9c34f,8891819a-9418-453b-b4a5-fe055bd08634,2270e843-1e79-4976-9ab3-ae9c75847838,3,520.8,29.46
22737c26-7463-4051-997d-05b323b7596a,b3450ff0-16b7-4652-8611-b6411e225d58,1d9840f6-324e-44d9-8656-1a7e86e93476,2,450.58,24.2
cbb91a18-f1a4-49ff-9aff-91cd592fd8c5,abe36625-8a6d-472c-8292-bce813cac6ff,40ab8d3d-2b46-4bd1-b53f-3202dd64bbc6,9,121.23,0.94
2c7ea313-e065-48fc-8640-857ed893e3a2,327b193a-ea11-401d-8f57-a78e11ff672e,e17d2f10-e305-4e76-bb53-042981479b95,10,266.66,21.86
80ffb7ad-2402-4d30-83f8-8e9d8dd9dd3d,13e41599-6a2d-426d-9bfd-ef9f67175a2d,f832c306-7d15-467a-a5a7-a2cb36b38aca,2,447.23,0.32
b6c615d0-394e-4da4-887b-8dc06a70eee5,71954eec-66bf-4139-83d9-479732404553,ea32cd78-88c0-4628-8591-a66c93d772a4,1,101.77,22.59
c2f6240a-7d1b-40f7-946c-b5d92f37ba49,d7a7f8a2-1af4-4a30-a0b6-cda4b5c15659,224af4cc-78e2-4723-a9b9-4c64d56d0bc0,4,229.75,3.06
087730e6-5768-4f34-9804-50df02fe4dd2,802ad261-7fde-419e-b56e-1958a40680bb,a7e25ab3-702f-4896-b69d-6a380217b121,6,574.26,9.13
fa343b42-7af4-4d07-8265-19ae241c80dd,149f2386-b6c9-402a-825d-0bb6b5ac3b91,74494a18-073d-42f0-836f-041339757ff9,5,512.1,16.48
d15d42de-1f1d-4fff-9c5b-c9952f052271,a9d80da1-be3f-4aa6-8b15-414ea0cb28b6,06333be1-00da-44bd-a903-c3b26f6d6386,7,398.18,7.82
7874956b-84a7-43eb-94b2-4db867929204,f18f787e-a54a-498a-b90a-1c6f515891c5,227ac9a8-866e-405c-bc08-a866fd380642,6,501.12,3.29
71a3d7b0-140e-4cc6-90ba-0fcc4411a199,acd824c7-e424-4ae1-b98f-be53ed5e1808,638e0f61-ea28-4fef-99da-a3bbd6ba4b55,10,334.3,0.78
e6db5447-f065-42d9-a818-672c71433a71,d5e7ad61-63c1-4c91-a9e1-01ecf83d6598,dfb29027-eb29-49e1-b718-9f0330c091c2,2,425.5,13.31
55678d5e-ded4-45dd-8b1d-42fcb56eec15,9e679648-dea4-4523-9e21-7bcab3c4d94d,cb5a62fc-bb9f-4610-a014-5b2108c41a0b,9,201.85,27.04
74d0886e-01e8-4cc6-b5c9-2416067223e3,d20b499a-97db-4e18-8cec-b09d0f8affbc,96693e54-d6e2-4047-9b83-59ebc397b7bb,6,408.11,27.79
1954faca-303e-43ae-b327-52e4a843a721,e286976d-cde4-4744-83ae-985ee426fd92,f219e900-2b06-4eba-b659-ed71d78678ff,6,165.16,22.3
0265f0e0-7ab2-4e10-84e3-8bb2dad7271f,4dc9c6d8-d773-4520-9f0f-898dab1cd0c8,61e93218-2afb-4e86-97e4-ff02eaebf8b0,10,168.01,15.37
277bc63d-f10b-4258-b570-2b5cc634294d,00ff8abd-f281-41c8-9326-7e473266491e,7e816ffb-f5ec-479d-b1d0-3b997efe46ee,4,97.27,29.15
3bced408-d899-4825-bac2-fdea349560ba,4aceddbe-0e14-4c48-8cd5-efa6f57eebe2,eea1bfa7-0795-45b0-9298-b9eb2f1a27a0,7,111.44,17.53
c7bef87f-cb9e-4f2b-bcfc-1d2b287260ee,b514f760-b0be-4b34-877e-31bc468bc0ab,1060eb1f-22a4-4efe-a1e4-f28ef2d584e6,1,112.46,3.78
385b4096-068b-4c98-822a-ffa4e2584f40,5f482879-5511-4b3a-bd34-49f21c9eb247,1d9840f6-324e-44d9-8656-1a7e86e93476,7,55.06,22.69
416382df-5fbd-45ff-bced-f7584c07d42b,7ca5d9b6-ba38-4318-ad32-0357ef262b19,8bfffc49-aba2-4843-8df2-c325e089ce75,4,96.3,26.58
bd38576d-38e8-466d-88fd-7ea8dd57bd1d,b601841d-bdf3-4b72-9fe6-92444496e381,af746768-33d5-49ca-9fe3-2114df5157da,1,115.16,10.3
cb2f7a8c-9940-42da-ab4c-fd6be342f11e,21ed7440-3ff6-416d-9bec-f20d60eace69,8b1cf094-9102-4620-b7e8-ea3f25ed3b8b,9,335.63,3.24
9444fecf-c262-4831-a24f-f9d50289dc4c,30fa1106-4ca4-4fd0-bd30-e95ca1eeaeba,a1693e31-3993-4688-8cc7-cd30665411e8,2,273.59,5.08
1ba99b03-d5ff-45e0-9d41-ddb27ca02e5e,dcb37172-7562-4af6-b9b0-8596e26ff1c4,7df75deb-3138-4bc7-9441-78c9b48a9533,2,433.4,21.81
1d143483-528a-47bc-af9f-aa9059a55db3,e023d9cc-3711-4775-8ec9-4e83733da9ce,326e738a-ee45-412b-b274-42170931dcde,6,426.33,9.52
0641a2b0-c35e-4f49-a93d-37697ed47749,cfcf70c5-c496-467e-97e4-89f6bef22c04,ec2c8da5-e656-47af-9696-963e1d99fd6e,7,442.28,18.96
44d13135-e31b-4eea-a730-f589f7ea6f65,9a757493-3de2-4366-b7e8-2d5fdd3edb85,01a5bbdd-4407-47b7-a189-f450d0a9cd9e,7,499.78,10.68
2164968c-3305-4226-b92e-27f9bcde3beb,dca5cdbb-1515-42cf-a830-b2599732e3ec,a399d3c8-cb43-42f9-99ff-e7ff8923d388,8,276.3,28.73
8450f403-1166-47bd-9843-06382e92cea1,931a534f-7014-447c-b97d-6f7dbfce5ebd,f3a2e0d6-f4fa-41ed-aa68-c4db43c0a924,2,546.86,14.57
b7b76c92-8e85-43ae-89a1-25ac14f15396,d5e51fd6-866a-4437-bfa1-e7b84cdf605f,747089cc-2b57-4f36-a485-b4de565e4bf7,7,482.11,25.16
68592a7f-ac8b-462d-84e3-ae45dff3f23c,3605c227-5e9f-4a11-a679-3be2d70914cb,73defd8f-6547-4d45-b44b-aae0a5f7fb7d,10,449.49,29.74
52f7c567-c4e8-44d8-845f-a748f3ba660c,265cdeb3-1249-4180-8589-5f5410ed8750,adee571b-2cf7-44e0-a43c-00f556270d29,3,26.65,16.47
0d7ecb34-e8b6-44b8-a41e-9a6b74f326b2,b3bc03f6-5da2-4916-8c77-7822ac1ebe18,c97b8cc8-5d47-41d8-bcbb-3efb4b56b05d,1,200.24,29.31
dd94bb01-8b35-4409-99fe-6fb4821fc3f5,5e4c3fb6-eca6-425a-a959-351c4e8245fb,de60e6ed-a150-4979-aa06-e8c1d2c9a055,7,88.62,3.75
45079bd2-c7b3-4214-ae8e-80aa1f8cf016,65a3fb92-2116-4c18-aa17-e0612a30775d,a9d8fe71-06e8-400c-8441-d9723cb2664f,2,518.75,3.02
ad840089-1d72-40a5-aa1e-5a402cb3ec01,d4685370-8ba0-4bb6-9093-52c49a133106,2724eb5e-71d1-4f45-b979-7fa6e9237d2c,6,30.28,17.16
f90e9f7e-f8bb-4b45-a427-ed6cc81442b0,d5e51fd6-866a-4437-bfa1-e7b84cdf605f,66e40b78-e589-45a3-b19b-715271e034f5,4,249.05,26.64
3fabaf17-9c0b-4713-8292-9e4870b05227,593be9c8-0643-42ee-8c20-82aa11b497d0,190b7d0e-b350-4363-99e8-e33ef6fb88a4,5,451.25,15.27
31542cb7-ab7a-422c-aa81-48cfd719afca,81744652-c444-4be9-a45f-1490b658afa4,9d490740-088b-4cfe-bc5b-646c424c3e17,7,179.79,23.55
ffe10c5e-64e2-4c26-b779-c5ff3ac644c2,68e6db82-7fb2-41cb-b49b-e90c733baf7f,30f28588-c509-4687-b00e-7b0d68c894f1,3,22.57,13.02
ca9ed81f-61ac-481f-a8e6-c5f999584e48,b30c4667-c55c-4be4-b44a-ce143870d1b2,8808de6b-c3a1-4503-84a6-abef07c40355,1,50.55,26.59
be96150f-1d03-42bc-b953-4c4817051b2b,a87d1bf3-a2aa-4cb5-bd93-c3d35c0b366e,2b470f91-1144-4a33-a0dc-98dd9d1d1a76,5,407.51,28.97
389e9a2e-46be-4c34-93dc-40b0c7e05173,b0e1c88b-1375-4c45-9d48-95fb3277e791,b421cbc4-869c-4a1a-9148-cf5d8d898d65,9,467.81,16.21
12f09bf4-179f-40de-98ff-74f33e3416c4,e4e8c3be-db2a-4f10-860f-d3fd9c4b3b09,6c1d762f-5697-4c54-bb76-e5d3e8831fbf,6,521.43,15.68
1d2c1bcf-bb66-43ac-b0d8-6cea1d47058d,acd824c7-e424-4ae1-b98f-be53ed5e1808,3039094f-03a3-4a04-85bf-f57b85c1c69d,4,526.51,26.34
3a7cb772-85a5-49a4-815b-98380e521d58,ce326a83-81c3-4fb6-adfa-f4feda37080a,9c0fc7de-4378-4b03-88d5-b35b9b49cb79,5,481.38,27.02
6c6fee49-22ab-43be-bf71-afec5ee97203,b30c4667-c55c-4be4-b44a-ce143870d1b2,f2d3b676-3c03-48cc-9194-b4a2c1be8e36,7,256.97,23.88
381983d2-42dd-4ff5-ad8e-3b95c0d837ba,85d7258f-0dad-449f-8665-c010b87af68b,820d2451-3832-460c-a4f1-87fca44b097e,7,64.8,18.81
cc97137f-8c34-431e-bf1b-0b40cd5930b8,f976fdce-7c49-48a6-883c-583c6a6497aa,93aaaa53-7a3e-4229-b4e1-51578fdba1e1,5,97.44,4.11
f5e2cb5d-0e04-4fd6-b8b7-311b833a55eb,f1b54462-0ea0-4492-9079-c9ccb04f5876,b29043cc-8754-4e07-aa1d-1064484f3928,10,536.23,4.99
db2800a8-bf99-4684-b419-d0bc7c794939,18fef1e1-44d1-426f-a292-918dcc421776,8ef0bafd-4e30-4635-8126-bd214d4fd3d0,1,109.36,10.98
3865832c-5719-4a04-8057-72f45ba58320,250daff7-c37e-47ec-8e0d-59fb16a3967b,88fda90c-9506-4364-a766-c2e912cb0660,10,25.67,29.24
56bb9f84-89ce-4d99-9cce-0ab0cfcbda16,89eb90bb-1789-4f57-acec-d35be762f34b,b746c632-8b4f-4efd-88e8-b4fb14b9bd3f,8,10.47,16.56
5054ff48-344b-4a30-869b-58cc19251031,d945154f-92e6-446a-b93c-2909daadaaa1,b4fe18ae-5918-42b1-96da-2b8cb0e7390b,4,318.62,16.18
ccd433c7-9c8b-4eb5-a032-99a9ad1eb7c7,a1126912-2802-412c-b256-1720e622066a,e1d295ff-ab65-4dbc-b846-71fe0b045fa2,10,89.39,5.35
a58d18dc-b40e-45e0-af01-a2cbef84c2b7,96b0bd82-4fc8-432a-9196-cf1462d1ccb4,5c804ad4-1a35-42af-b53f-f0f32d5cebcd,5,404.6,12.86
3a0a02fd-b68f-44d2-8847-ed7bad6c25e7,c4202af4-0aef-40ec-8b4f-4c76e2ada080,f67b0dd8-91f8-4ab7-94b0-756afb45da4d,9,416.11,14.4
45e1589c-f277-4d22-b405-892d24454719,e948f143-76a3-46cc-92cf-139d1b401542,f8787369-ba82-40f7-a172-b21160f18bb9,10,166.13,6.72
edb5d3bb-89b3-4390-9bfc-89bd0e444012,64db6d8b-3ead-41f2-ba9b-0eb5f4854d2c,dfb29027-eb29-49e1-b718-9f0330c091c2,6,556.74,27.83
71d958ac-5f3f-4c2e-a1f7-876f458cd6a2,9f04afd7-30c0-404c-99e8-e5779d6c8b63,c06cc968-350d-4952-905d-a53805db5912,6,97.05,24.67
5d84ac2b-bf00-4cd2-863f-e076d2351fac,0d81f9e1-84aa-4d4b-b785-db9d5c0c65f0,b32edb43-b94c-4b7e-8995-ea2f8c1d93ea,1,124.48,9.84
2c1ac5ad-3617-4d0d-bac0-8cdfc745a13d,840b691a-6101-4746-92d5-3a824ddc2bab,987ae68b-1a92-441c-a6cc-3fc00a0a5d20,10,271.44,14.31
be901546-3edd-4dd6-b33b-fb87ece9f888,714b1178-d421-4322-82a6-ace538353f92,f219e900-2b06-4eba-b659-ed71d78678ff,6,494.32,8.58
04bee144-f5f7-4c7e-ad17-97e6be5fd3d5,347bd641-0bb4-465d-a3e9-517f01fde714,1300e2b1-7a98-4b3c-946a-13a0629d4b13,2,417.05,0.48
db61f740-0f3f-4a11-ac51-b4214d7b1906,1a1de562-23c4-4037-81b5-5f0ba285d61d,7e33ad59-3a5e-40cc-9d61-7186d9c92f9f,6,176.13,16.7
a00652aa-fc2d-43c4-a773-a57ccc21b1ad,ab454613-03c3-4e5f-b62d-aac5c77c3675,4313732e-6cd2-4e32-89da-f8ea03422a86,2,123.3,28.32
206b808c-c707-48f6-b6fe-d6bd267cac4b,a87d1bf3-a2aa-4cb5-bd93-c3d35c0b366e,7113a70f-ad71-40ff-962d-8d7b06040bbf,4,325.84,14.6
cd95f2b8-6d3b-45c7-aa05-7bd4b6da41eb,b035e86f-7c15-4c61-aadd-4dcc0b2903e1,e470b3ba-2e57-4ad2-85bb-15cb6f6f11cb,9,316.38,3.35
8bb0ae8e-320c-4f7a-ace9-a100d8a741fb,2a957c9c-f982-44d1-8238-6a613ef3df63,e0193bb9-96fa-40cb-b1e3-f4a428f618bb,6,295.43,4.16
9841c424-0363-43e0-9391-77ff351700e4,ba554568-5ab8-4af5-a57d-c789fd3c0ae3,0ee9a357-4f10-484e-b738-fa6b7b7720dc,4,549.27,20.04
31101f95-4ced-4724-80b1-ad639d0a1773,978707bb-4110-4994-afb5-5aead9b6db5e,b7dbae64-4744-4bd8-b9ac-8d4676d30688,3,477.58,8.32
a6e644b6-cd24-4573-a810-bdab47b4611d,714b1178-d421-4322-82a6-ace538353f92,fb91179d-070b-4e73-a2c9-c5a0d54dcae5,1,182.21,25.55
3c4a1618-21da-45f5-8673-28fe6e365bee,bfb8cce5-2eb4-44d3-82b1-c867cefc2790,7c329c1c-0fdd-4b2b-b76e-32c0cd50851f,6,494.48,13.89
1298f404-68ab-40a5-8b00-578921d00d41,bd27e026-fad2-4501-b9b3-7d3e7f6c678d,dc2a155e-f7ed-47ea-9891-741af287a331,10,486.18,28.72
72088eb2-53ae-4630-9375-7af87d3d30ed,19b1c5a9-298f-459a-9944-db5e7660b9ff,bf64d0e7-8cdb-4b21-bb54-4b4660b71a55,5,271.22,25.97
fd7f9337-ae3d-4576-bb0e-1858340596b7,98e50d24-e87a-4345-8b76-c3bdcf07f07a,26008f5a-41ec-41d0-993b-1ab2fb21e89b,8,379.24,16.4
3c8812a9-70a8-49de-86f6-ce8701a57094,840b691a-6101-4746-92d5-3a824ddc2bab,75b1534d-3fb7-4cbc-a193-317380227d4c,5,485.97,11.48
4869c496-a614-439c-acbd-98d2329c175b,86b612dc-de07-4b50-b26b-cfea8015735a,4dc10593-28b3-40d1-9dd1-d55263ccccf7,9,337.78,26.14
4f5422b8-ff9c-424b-880b-b757b8d1b6cc,e83bd542-a148-4993-948d-daffe5ff726b,ff5a24cc-66c8-4ad9-94a8-1ec2c5339076,5,97.33,28.51
a64a11d7-391b-4dc3-969e-165879fff440,d391ff81-b1fd-4f08-b547-f73547e44e07,22431d1f-7eb6-4ce1-8813-5e61c53c086f,3,411.53,12.15
93d3a9a0-fcb7-450e-b479-d4c8f0299a45,e20d165a-52cc-447b-b0da-53984f6aafef,b96b0e05-3061-4bd1-875b-eb7f069419d2,4,49.28,10.69
05285589-1060-48ce-a074-507c9d6e497a,0d81f9e1-84aa-4d4b-b785-db9d5c0c65f0,7e3bdfdf-0a88-4066-8c76-3d4c4c788d4d,7,203.94,10.36
197bae3a-2113-4cc9-b407-94cd0d6eb192,30fa1106-4ca4-4fd0-bd30-e95ca1eeaeba,9a93be5c-f0fd-442b-95b7-600ff164b9cf,3,563.96,14.17
65596c03-0a31-43c2-8806-b74821f3aa39,6444bfe2-1255-41be-99f8-f6a31491ac4e,76491416-b38a-4cf0-81d8-c0c1ac29c357,1,254.15,6.57
cc737b06-a981-4d03-9487-f79477badd87,09b20461-a6bd-4346-9de7-1fcf4d437a40,111a1427-44e3-41be-ab9f-bfc6fa582de1,8,122.59,21.56
1bcba451-c9ea-4e65-8403-88b2663b2a45,2633490b-af9f-460e-bde3-aa4347794b3e,68f47089-dc3d-4540-a6a4-a0f41ba1164e,7,329.02,12.83
79a7a8a9-3edd-4b63-b2a6-be68ecaecd09,427ac712-e6a6-4019-9fdc-2fdd1edfaf40,519c4de6-d3ce-476f-8444-6dea8d03ab87,6,133.28,21.85
ca723a77-0fbd-4753-97a8-0f35ca023723,09b20461-a6bd-4346-9de7-1fcf4d437a40,ebf31261-c906-4d82-97c7-de662faa2855,10,551.49,1.08
06dbb87c-c5f1-4a98-9936-4ead81b03c3d,ed3424e4-2be4-4905-82d3-f3e4d77aa926,fa7a1715-7467-4dae-9bb3-c412205cf6ee,8,466.02,12.64
075abae2-fabe-490c-b81d-08e25c9869a2,f74bfbaf-6e5b-42b2-b90c-1044e9f11754,2e0f9db8-6461-41b8-aa16-8c71c0dec035,5,314.93,21.14
928f36d0-8c5f-450d-94a7-af3a53e397a8,0f7bfae0-ba34-4f6b-824f-9316f3b3ac98,31c42a86-5fe3-4a79-88d7-3e9962fd91ba,7,81.21,9.02
27e05d5d-2bc2-43bc-996d-bbd26f14b424,67eb17d5-d283-409c-ac8f-6ff1d14c7f2d,0b636b44-6dc8-433d-9b42-b64d73068332,3,197.47,26.64
bbecf44e-e4ee-4d05-9147-25a1a4691a24,427ac712-e6a6-4019-9fdc-2fdd1edfaf40,1d9840f6-324e-44d9-8656-1a7e86e93476,1,408.83,13.09
60bc3ef2-7b8f-414a-bc51-2fc820501f86,3c4c3892-ab59-4faa-b159-da25314306f6,bda89fe4-9764-4ce2-8bbf-a19d01703690,8,129.53,14.39
acd24335-811e-46b8-b1a0-f661433fe31a,28932710-f844-46ad-9db0-d4723f5485c0,16e21785-2218-4d08-8c26-c8814c2f455c,2,155.9,28.56
833eb8f8-8294-4dd2-9d8f-8379b74e37f4,29da7896-6624-4043-b597-09d60541978d,a9d8fe71-06e8-400c-8441-d9723cb2664f,10,211.19,25.2
