product_id,product_name,category,subcategory,cost_price
87b94d59-5e6b-4233-b5ed-2b59854fbbf2,Phones Item 45,Electronics,Phones,296.22
9e254e24-1749-4f7d-957d-0d42ad57c01e,Fiction Item 46,Books,Fiction,370.28
e4d76cd0-a06a-439e-aa69-1cc685123b72,Accessories Item 47,Electronics,Accessories,131.88
6b2c7a37-77eb-4a12-a2d6-74e3cbb1d8f7,Furniture Item 48,Home,Furniture,352.67
2ecabe78-289f-41f7-b7cd-620552e6d40c,Decor Item 49,Home,Decor,121.31
a399d3c8-cb43-42f9-99ff-e7ff8923d388,Men Item 50,Clothing,Men,476.07
4254382a-1fc2-40f3-827c-6a0cd83e952d,Kitchen Item 51,Home,Kitchen,212.32
7429f737-2899-42b0-a375-dfaa9417fd22,Fiction Item 52,Books,Fiction,356.93
5c804ad4-1a35-42af-b53f-f0f32d5cebcd,Fiction Item 53,Books,Fiction,468.92
79aca2be-8947-47ae-9f44-e972f5ee6d29,Furniture Item 54,Home,Furniture,297.6
4313732e-6cd2-4e32-89da-f8ea03422a86,Laptops Item 55,Electronics,Laptops,176.55
4e38cb09-485b-4ea6-88b3-fc220f666624,Kids Item 56,Clothing,Kids,173.38
987ae68b-1a92-441c-a6cc-3fc00a0a5d20,Fiction Item 57,Books,Fiction,182.97
8d73549f-d6a4-4f12-985d-8fce52beeff3,Laptops Item 58,Electronics,Laptops,437.86
f832c306-7d15-467a-a5a7-a2cb36b38aca,Women Item 59,Clothing,Women,14.64
f8869b98-7169-4b55-b93d-579b4a199038,Phones Item 60,Electronics,Phones,329.07
ec6603c0-dad2-40a6-9c07-077d48257c01,Fiction Item 61,Books,Fiction,48.76
59d0e04a-48cf-4b8a-9b6c-79726846dca2,Accessories Item 62,Electronics,Accessories,29.13
0ee48908-cfa4-461a-b27d-07534639063c,Fiction Item 63,Books,Fiction,358.94
53081905-ac95-4aca-99c1-95ad515da014,Accessories Item 64,Electronics,Accessories,351.39
e62095c1-598f-4da3-bdbb-fed0029300a9,Accessories Item 65,Electronics,Accessories,294.82
a009a2c5-1bc6-46a2-a0d2-1c74dde7c248,   Women Item 66   ,Clothing,Women,288.55
e0d63903-2d43-42f4-ba2a-f3073f8b7cad,Men Item 67,Clothing,Men,168.46
4734d9ff-2d8b-4777-9525-335c58435c83,Laptops Item 68,Electronics,Laptops,60.19
d7677e3b-446f-4350-8ec0-3759859e6e52,   Accessories Item 69   ,Electronics,Accessories,219.86
74fed7dd-7d8d-4397-8197-36111b91ac15,Furniture Item 70,Home,Furniture,352.65
bda89fe4-9764-4ce2-8bbf-a19d01703690,Decor Item 71,Home,Decor,157.18
111a1427-44e3-41be-ab9f-bfc6fa582de1,Kitchen Item 72,Home,Kitchen,396.42
d762f982-ae4c-46e8-b3b5-635455883a71,MEN ITEM 73,Clothing,Men,271.76
5f20b533-8e8c-4a21-ab78-ca33096bc607,Kids Item 74,Clothing,Kids,244.87
59f5b8c6-7aec-4b97-b2f2-af3116329f03,Kids Item 75,Clothing,Kids,314.05
5fd69a8e-c595-4232-8b50-c9933d810672,Fiction Item 76,Books,Fiction,81.41
7113a70f-ad71-40ff-962d-8d7b06040bbf,Kids Item 77,Clothing,Kids,171.61
3039094f-03a3-4a04-85bf-f57b85c1c69d,Decor Item 78,Home,Decor,184.24
8a76ff7e-2bcc-4cc2-ba28-a2e82e3268dd,kitchen item 79,Home,Kitchen,67.11
143f3664-8dd2-4034-88f2-4ff97b903399,Comics Item 80,Books,Comics,15.97
277b6f49-242c-40f9-a55b-32eb1b6a71f3,Laptops Item 81,Electronics,Laptops,134.24
e91718e7-9b0d-439c-8fb8-46a2630560dd,Laptops Item 82,Electronics,Laptops,18.69
14bb27f8-5ab3-4cb7-a93a-6cedfabc3ac6,Women Item 83,Clothing,Women,227.27
b1317113-29af-4b35-8be1-568429a4f4ae,Accessories Item 84,Electronics,Accessories,83.21
fdefb912-c789-4f14-87fd-1fc0f8a25b46,Fiction Item 85,Books,Fiction,107.35
2b470f91-1144-4a33-a0dc-98dd9d1d1a76,Kitchen Item 86,Home,Kitchen,332.87
fe90f63e-5675-4c7f-8e6a-978dadf04943,Laptops Item 87,Electronics,Laptops,58.21
ba9b2019-0624-4857-8c8e-abbea6355cf2,Decor Item 88,Home,Decor,425.64
35c209c4-d850-4497-8458-872650076e8d,Women Item 89,Clothing,Women,267.5
049697b6-e87a-41fd-bf57-93a0294a0ce8,Fiction Item 90,Books,Fiction,14.21
36938009-fdcb-43db-80d2-9abfd6775122,Phones Item 91,Electronics,Phones,401.97
bafe5e46-1484-4a41-b572-f07bb0026240,Men Item 92,Clothing,Men,287.08
aff44708-57b3-4965-bbdf-e61dcec23f29,Comics Item 93,Books,Comics,103.09
d8629d60-655b-44fe-bebf-1808396e87a1,Decor Item 94,Home,Decor,212.71
ca91afa4-a7a2-491e-99b7-01deb9719296,Comics Item 95,Books,Comics,408.61
9d099c15-9895-4528-9fb3-efa72b647f85,Decor Item 96,Home,Decor,225.54
d47443d5-4b51-4b63-9e38-07488811c91b,Fiction Item 97,Books,Fiction,211.67
0272c270-e313-4d35-84ce-cedf1aa9b507,Accessories Item 98,Electronics,Accessories,368.34
f67b0dd8-91f8-4ab7-94b0-756afb45da4d,Comics Item 99,Books,Comics,229.84
3793833c-346a-4bbe-8811-2b1012b83aaf,Men Item 100,Clothing,Men,232.51
dde23c06-01e1-46d4-ab11-fa75c750a2b7,Non-Fiction Item 101,Books,Non-Fiction,339.11
29f40e83-a890-47b1-b9e9-747c977085d5,Women Item 102,Clothing,Women,486.6
51ec881d-6976-4e9c-97ed-7ba8a82b422d,Comics Item 103,Books,Comics,188.34
87f2b8ce-0bfd-4eaf-9c42-146791b571e0,Non-Fiction Item 104,Books,Non-Fiction,18.77
c9dab3da-cba8-4e1b-b67e-c16bea1de5b4,Accessories Item 105,Electronics,Accessories,179.86
bf64d0e7-8cdb-4b21-bb54-4b4660b71a55,   Laptops Item 106   ,Electronics,Laptops,144.55
717eb01c-fc3d-4761-9031-7340972e6e9e,Kitchen Item 107,Home,Kitchen,216.67
de60e6ed-a150-4979-aa06-e8c1d2c9a055,Decor Item 108,Home,Decor,258.3
e1c56840-74a7-4877-9631-df2bb7f9d72f,Kitchen Item 109,Home,Kitchen,303.09
795e4402-3873-4d9b-83c6-75374cf8d0f0,Women Item 110,Clothing,Women,145.86
e19d283f-c144-413b-acf3-89ae2792372f,Laptops Item 111,Electronics,Laptops,146.16
9d029c55-205c-4f39-81ef-c70bf9581528,Kids Item 112,Clothing,Kids,72.85
40a27335-f8ee-4216-a986-beae4275a834,Comics Item 113,Books,Comics,472.36
60251686-404d-487d-9faa-f26bfdf28e97,Kitchen Item 114,Home,Kitchen,320.23
7f811906-e536-4a68-89a2-cd8c66e36ef7,Accessories Item 115,Electronics,Accessories,370.77
ea04c065-74f5-4fd8-9484-c067100f83c8,Non-Fiction Item 116,Books,Non-Fiction,319.17
0c951e8e-7669-401f-b54c-8db97a0c3a47,Non-Fiction Item 117,Books,Non-Fiction,226.7
b0e57361-2044-4363-bdbc-0dccec4d20e4,Decor Item 118,Home,Decor,391.43
f6e5a896-1ea5-46b5-b9ec-46ebbaa8e5c3,Decor Item 119,Home,Decor,417.44
1641706c-f5b8-42e8-ad4c-5cce283a61f3,Comics Item 120,Books,Comics,261.53
f6de87c6-2179-456c-878f-18625f9ca548,Non-Fiction Item 121,Books,Non-Fiction,11.91
bcd00449-39ff-4e15-807f-821410f3e6d7,Phones Item 122,Electronics,Phones,66.69
1a24ab12-2827-4df3-aba5-9cde199d3be5,Women Item 123,Clothing,Women,430.9
7e33ad59-3a5e-40cc-9d61-7186d9c92f9f,Non-Fiction Item 124,Books,Non-Fiction,406.92
90b0efd9-f0d8-42cc-b2a1-fff3e1c86428,Phones Item 125,Electronics,Phones,474.9
8fef164a-e33f-4224-b68c-b2a65dcfb6dd,Laptops Item 126,Electronics,Laptops,63.08
f30f1b5c-6ffd-4189-a3cb-b79f0ce6a5f0,Men Item 127,Clothing,Men,73.41
227ac9a8-866e-405c-bc08-a866fd380642,COMICS ITEM 128,Books,Comics,173.25
4977c449-9fbb-4230-abaf-7658d48ee5e5,accessories item 129,Electronics,Accessories,259.14
49064c00-a8d5-406d-927c-2323a3e97fdf,Women Item 130,Clothing,Women,240.45
9e514743-f0bf-4f25-883c-b0cb1e875c67,Kitchen Item 131,Home,Kitchen,474.89
ba3fea72-02f3-4b1e-a730-312a995480bc,Furniture Item 132,Home,Furniture,483.24
36e0c63a-0014-431c-9760-8dd852a6f8cc,accessories item 133,Electronics,Accessories,318.16
70786642-7a0e-4444-b0b6-0ba8e26af3b7,Women Item 134,Clothing,Women,230.69
abb7d3dc-52b7-44e0-9055-6fda9c1dee0a,Kids Item 135,Clothing,Kids,9.03
826d9a57-1997-473e-8870-366bf9c54312,Non-Fiction Item 136,Books,Non-Fiction,407.29
7f6d5991-3bcd-44e3-a066-c1ee6c18314f,Fiction Item 137,Books,Fiction,308.98
f219e900-2b06-4eba-b659-ed71d78678ff,Women Item 138,Clothing,Women,5.02
7c329c1c-0fdd-4b2b-b76e-32c0cd50851f,Kids Item 139,Clothing,Kids,204.53
b99c71ba-2b06-4d1e-b19f-2721df302fd2,Kitchen Item 140,Home,Kitchen,339.66
66e40b78-e589-45a3-b19b-715271e034f5,Decor Item 141,Home,Decor,354.05
c77186a8-b44c-4eab-8f5d-029b3cff840e,Furniture Item 142,Home,Furniture,353.67
6384f508-24ec-47c1-aba0-287b88cdaa9d,Non-Fiction Item 143,Books,Non-Fiction,110.92
7689f2b6-259f-4bb9-ada2-5a17e503fe9e,Kids Item 144,Clothing,Kids,469.19
94f562a2-184e-4849-b0c5-0d989fcd482b,Women Item 145,Clothing,Women,72.76
5e9332e2-4e9c-4388-b832-0c7cbbf0e879,Fiction Item 146,Books,Fiction,136.79
63e6a1f3-83bf-48e8-8ea3-61bcf98d18ec,Comics Item 147,Books,Comics,231.31
4063e691-ec0b-4b65-a6bd-6678dfeaca70,Kitchen Item 148,Home,Kitchen,295.94
7c8e6e71-4cc7-4d6a-b8bb-60e695d6551d,comics item 149,Books,Comics,206.6
cf60ee56-7a42-4eb0-9df0-83d1698b4573,PHONES ITEM 150,Electronics,Phones,173.63
8eb3bf37-c08e-4ee1-9bb8-2f9df3ae5088,Decor Item 151,Home,Decor,55.71
3be20e22-cbfd-4963-9a3c-d107b2f2ea53,Non-Fiction Item 152,Books,Non-Fiction,43.17
2a951ee1-65c7-493b-8883-6d828712377d,Non-Fiction Item 153,Books,Non-Fiction,93.45
66831abe-c363-4502-87e9-1fc05a184aa9,Women Item 154,Clothing,Women,124.2
023ea2f8-2344-4831-a841-ba75e069ea2d,Phones Item 155,Electronics,Phones,24.28
1060eb1f-22a4-4efe-a1e4-f28ef2d584e6,Phones Item 156,Electronics,Phones,255.16
6c59c10f-bc4e-4635-bf23-ddc76f211427,Phones Item 157,Electronics,Phones,62.54
9e8e7915-3316-4b71-8bb2-4c6342298a75,Accessories Item 158,Electronics,Accessories,316.49
7e816ffb-f5ec-479d-b1d0-3b997efe46ee,Men Item 159,Clothing,Men,98.3
0438a639-7476-4ba3-a463-c33be396e0a8,Kids Item 160,Clothing,Kids,219.92
ac1456dc-627a-438c-9aba-443316eb178e,Comics Item 161,Books,Comics,130.03
e8ea19b1-fc55-400b-bb07-bb1e459828d0,Kids Item 162,Clothing,Kids,114.79
9c3736a0-7dd0-499b-b349-0ea0764b552a,Non-Fiction Item 163,Books,Non-Fiction,44.81
472bcedd-a0b8-4be6-946b-b04277328e09,Furniture Item 164,Home,Furniture,433.76
4a7a06dd-72f9-48d2-8a9f-3aa3104ef4ac,Non-Fiction Item 165,Books,Non-Fiction,76.54
32f08cbe-4989-4277-90cd-875415dee026,Phones Item 166,Electronics,Phones,25.1
519c4de6-d3ce-476f-8444-6dea8d03ab87,Non-Fiction Item 167,Books,Non-Fiction,420.3
1466fd68-daca-44a2-b1ee-0c8446834932,Furniture Item 168,Home,Furniture,351.78
b7dbae64-4744-4bd8-b9ac-8d4676d30688,Fiction Item 169,Books,Fiction,357.88
ef4bbefd-1b82-4ed9-8bf7-57ad938e6906,Kitchen Item 170,Home,Kitchen,451.11
1d351921-6075-4c49-b7c1-b768f488f6da,Decor Item 171,Home,Decor,340.72
33c1112c-5d57-4edd-9ef4-14857115af94,Men Item 172,Clothing,Men,147.56
e824c827-406d-4113-82ee-e9bf5de1bde8,Kids Item 173,Clothing,Kids,296.6
7af390d9-3397-4ee6-8cd0-d51a7fe6a79f,Non-Fiction Item 174,Books,Non-Fiction,456.76
4c427c7f-7a78-4442-9568-1201d3ac9ae8,Fiction Item 175,Books,Fiction,216.7
ec680e15-13a3-4fcf-b0b0-0beec2d2bbf7,Comics Item 176,Books,Comics,215.9
a7443c19-e3bc-4013-b3b3-e324ea187dcc,Decor Item 177,Home,Decor,296.69
1e22d66c-64ca-4815-97f9-e9ec799437ea,Fiction Item 178,Books,Fiction,17.88
d4df1632-4805-4fe5-957f-ae5d7a994adb,phones item 179,Electronics,Phones,398.23
004e03dd-f5f6-45f1-b2de-18198da74ca2,Laptops Item 180,Electronics,Laptops,269.8
1aed8253-d6a0-410c-9b87-0736aec8596e,Kitchen Item 181,Home,Kitchen,276.94
499b0931-a5f6-4fb7-86bd-1c282c3459ef,Kids Item 182,Clothing,Kids,133.73
ae169f62-e989-41ff-b57c-e2896aa31e77,Laptops Item 183,Electronics,Laptops,87.91
756572cf-360a-4545-a5f3-f3f3a075fdbe,Men Item 184,Clothing,Men,339.13
0ee9a357-4f10-484e-b738-fa6b7b7720dc,Furniture Item 185,Home,Furniture,71.68
e701ec81-3cb5-4faf-a1fd-8067878a7d64,Decor Item 186,Home,Decor,216.61
28f15887-c5af-487d-a0ac-051fed359c1d,Kitchen Item 187,Home,Kitchen,274.41
3ffac310-09a6-489c-96e9-a512c1b73407,Accessories Item 188,Electronics,Accessories,338.95
001577a7-fe9c-41cf-b6d1-33ace8ad2049,Accessories Item 189,Electronics,Accessories,491.97
7c106eb8-4d5b-4d15-8e15-5e48c757d713,Decor Item 190,Home,Decor,15.5
df09be8a-902d-4485-8f61-70a752f52a89,Furniture Item 191,Home,Furniture,153.53
adee571b-2cf7-44e0-a43c-00f556270d29,Phones Item 192,Electronics,Phones,468.81
5c9d0715-35db-4062-8b2a-9ec389281819,Men Item 193,Clothing,Men,389.28
803e8cab-1e4a-40e8-b2b6-f1a7dc3383de,Men Item 194,Clothing,Men,269.76
4ece350b-6ddd-4f38-a68d-39c5c30b37c1,Non-Fiction Item 195,Books,Non-Fiction,239.93
464ac4aa-b64b-4bee-950f-79c4f5bf2b85,Laptops Item 196,Electronics,Laptops,266.34
a206d2aa-0b24-4900-9358-23e5fa4ed376,Decor Item 197,Home,Decor,487.05
b32edb43-b94c-4b7e-8995-ea2f8c1d93ea,Kitchen Item 198,Home,Kitchen,391.92
2e0f9db8-6461-41b8-aa16-8c71c0dec035,Furniture Item 199,Home,Furniture,464.0
97f27f98-65c7-409b-be66-2c3c1133a91d,   Comics Item 200   ,Books,Comics,443.55
72ba877a-b92b-4b48-819c-845899b1f4c5,Phones Item 201,Electronics,Phones,352.7
a1693e31-3993-4688-8cc7-cd30665411e8,Phones Item 202,Electronics,Phones,451.45
4aa0a541-1235-4380-a327-a9bc70d387e1,Kitchen Item 203,Home,Kitchen,246.0
cb5a62fc-bb9f-4610-a014-5b2108c41a0b,Phones Item 204,Electronics,Phones,307.45
ec2c8da5-e656-47af-9696-963e1d99fd6e,Men Item 205,Clothing,Men,71.38
16c8187e-957a-4ddf-8ca9-42947be5ccef,Furniture Item 206,Home,Furniture,194.29
a8920829-a2a5-4be1-99e4-4ee7f04f431d,Decor Item 207,Home,Decor,296.1
cf129f4d-bc66-4149-8faf-48eee493c339,Comics Item 208,Books,Comics,474.28
513f21ea-0535-4c1c-8e86-9cdd2a49dbd5,Accessories Item 209,Electronics,Accessories,187.25
c06cc968-350d-4952-905d-a53805db5912,Women Item 210,Clothing,Women,13.79
cd926c05-3bb0-41a9-a702-d38e623b54e6,Phones Item 211,Electronics,Phones,319.94
9fa0fe8b-6546-4be5-9371-0c72196ed2bb,Women Item 212,Clothing,Women,157.96
ea5e7653-a59b-48f1-97b1-ae9be283aabd,Women Item 213,Clothing,Women,248.54
72849e6f-6999-4dbd-9cd3-495c46347ffa,Accessories Item 214,Electronics,Accessories,362.67
e7372148-fb57-4c4c-971a-dd17d2a48365,Men Item 215,Clothing,Men,60.26
dedfe409-02b4-4093-b43b-821b25587eed,Kids Item 216,Clothing,Kids,142.56
94570bb6-d70c-451f-b3dd-b67aa24860ac,Non-Fiction Item 217,Books,Non-Fiction,360.03
9bb51156-50bf-4fd1-b2e5-670534a0cc1f,Fiction Item 218,Books,Fiction,453.3
bc16b919-2c0c-4d17-9d64-653e7b28ec99,Women Item 219,Clothing,Women,189.63
9173b5d8-04bf-4a04-94b1-bbc7c8a19a58,Kitchen Item 220,Home,Kitchen,137.38
1abf075b-5778-4528-9068-2644aadf036b,Kitchen Item 221,Home,Kitchen,488.39
03ee8304-d092-4fe5-acd6-52ae7a584579,Kitchen Item 222,Home,Kitchen,333.45
161b9e7f-ff21-40f0-889d-ad689de0296b,Men Item 223,Clothing,Men,151.61
30976a22-c6e3-451f-b945-1b49ba365dfa,Kitchen Item 224,Home,Kitchen,493.39
771d943f-a1d2-4491-8575-2be1b19f96a9,Non-Fiction Item 225,Books,Non-Fiction,319.47
88fda90c-9506-4364-a766-c2e912cb0660,Furniture Item 226,Home,Furniture,40.28
9177696d-e769-41a6-93d6-718644fae29e,Furniture Item 227,Home,Furniture,454.15
9d490740-088b-4cfe-bc5b-646c424c3e17,Non-Fiction Item 228,Books,Non-Fiction,378.86
82355e07-fc8f-4065-805d-fd055ba7aa8e,phones item 229,Electronics,Phones,225.18
6a79d4e9-3030-4c60-b5cf-0a08f7848a01,Kids Item 230,Clothing,Kids,89.32
6ef215ac-e0fb-43a5-b84b-5245b97cbd51,Phones Item 231,Electronics,Phones,300.1
a8b058af-06d0-4a50-8ff8-52c9ff2ca408,Fiction Item 232,Books,Fiction,474.38
8347de26-7544-4297-ae39-8679fd36f5c2,Furniture Item 233,Home,Furniture,451.48
99e65cfe-1e06-4b46-85ad-525ab9a0a0fa,Phones Item 234,Electronics,Phones,338.0
7055ce48-6dcd-4c83-b6fb-932d51bbc7ec,Decor Item 235,Home,Decor,299.31
39d6e336-b8df-4aac-bd05-6c35bef130e6,Decor Item 236,Home,Decor,277.71
bf45556d-1092-4f96-b03e-4a55881d34be,Comics Item 237,Books,Comics,321.37
6de2c8e0-ce98-4743-ac63-f1e4b00c6801,Non-Fiction Item 238,Books,Non-Fiction,310.05
1d550b4c-9931-4ab5-a5df-387356e6789c,Furniture Item 239,Home,Furniture,462.11
76491416-b38a-4cf0-81d8-c0c1ac29c357,Women Item 240,Clothing,Women,472.06
7c8689ef-1855-4870-a592-bb8f2120eb46,Phones Item 241,Electronics,Phones,351.99
e0193bb9-96fa-40cb-b1e3-f4a428f618bb,Non-Fiction Item 242,Books,Non-Fiction,494.67
c1dc910f-4efd-49dc-9f1f-c26ec69a09a4,Kitchen Item 243,Home,Kitchen,130.96
5a1f828d-520f-4047-aaec-762772640939,Laptops Item 244,Electronics,Laptops,473.09
f7093a96-9d7a-4371-a292-a6ddc82db637,   Decor Item 245   ,Home,Decor,413.28
1a261aba-347b-4442-b910-c7790eb9028f,Men Item 246,Clothing,Men,348.41
cf219234-a8f6-4748-9c7d-fdd7c77c8dcc,Comics Item 247,Books,Comics,366.14
e1d295ff-ab65-4dbc-b846-71fe0b045fa2,Laptops Item 248,Electronics,Laptops,234.8
1a82431c-047c-40ca-9d4b-08b44150ffd3,Kitchen Item 249,Home,Kitchen,250.3
06578d71-661c-446f-b34b-55eff5c5870b,   Fiction Item 250   ,Books,Fiction,238.27
48ca951b-71b6-47d5-9ea2-41f1604004ad,Comics Item 251,Books,Comics,65.44
0868faf5-b24e-4e5e-921f-cb17845fe236,Non-Fiction Item 252,Books,Non-Fiction,221.38
2270e843-1e79-4976-9ab3-ae9c75847838,Laptops Item 253,Electronics,Laptops,361.17
2013118b-abf8-4baf-8896-22439f2fb38a,Kids Item 254,Clothing,Kids,73.46
f2d3b676-3c03-48cc-9194-b4a2c1be8e36,Women Item 255,Clothing,Women,460.3
5016f11d-d25d-4ad6-be4b-9a1831244e42,Decor Item 256,Home,Decor,36.99
040259b8-5218-4808-a18b-d971895a792d,Laptops Item 257,Electronics,Laptops,265.27
af746768-33d5-49ca-9fe3-2114df5157da,Phones Item 258,Electronics,Phones,330.36
16e21785-2218-4d08-8c26-c8814c2f455c,   Comics Item 259   ,Books,Comics,98.75
eb9938d5-87ec-4678-b179-b7939691b856,Phones Item 260,Electronics,Phones,432.74
0e6800aa-d916-4b8c-9949-e359cdd1da7f,Phones Item 261,Electronics,Phones,239.37
831c0f62-edb2-4969-a27b-4c62d4d37e21,   Women Item 262   ,Clothing,Women,118.53
b4c890ca-d772-4046-9b7a-2559fa8b095e,Phones Item 263,Electronics,Phones,453.25
c8f833a6-06ec-42dc-b051-767ade4f94e2,Decor Item 264,Home,Decor,9.42
224af4cc-78e2-4723-a9b9-4c64d56d0bc0,Phones Item 265,Electronics,Phones,251.47
79f01ce9-aa00-4d54-ac1b-30dd0d816e3d,Kids Item 266,Clothing,Kids,146.85
e70e9979-8223-407d-9602-9903028f17b6,Laptops Item 267,Electronics,Laptops,435.84
0f58415b-1868-49ae-af9e-856a2e740124,Non-Fiction Item 268,Books,Non-Fiction,283.77
db32874e-6bf5-4c8f-a1ff-70dfba5953ff,Phones Item 269,Electronics,Phones,287.14
e470b3ba-2e57-4ad2-85bb-15cb6f6f11cb,Comics Item 270,Books,Comics,270.06
190b7d0e-b350-4363-99e8-e33ef6fb88a4,Non-Fiction Item 271,Books,Non-Fiction,225.95
372bf92c-48a6-44ed-91ab-bcfc2db34fae,Laptops Item 272,Electronics,Laptops,40.79
fc87adc4-6bdb-424d-a2a8-1664b2e81473,Women Item 273,Clothing,Women,177.0
cf917dab-b2be-4a67-bc4b-95c4b3311382,Furniture Item 274,Home,Furniture,287.47
117d2107-640f-42f1-ad20-272ffb5c098b,Kids Item 275,Clothing,Kids,73.04
f2ece928-d3a2-43cb-94f9-d9e4a9905e2a,PHONES ITEM 276,Electronics,Phones,431.63
294293cc-b96f-4fa3-ba2f-b2c3aeeb60d9,MEN ITEM 277,Clothing,Men,349.29
05d61314-945c-4a54-aab9-5adc4e715e85,Laptops Item 278,Electronics,Laptops,354.88
1300e2b1-7a98-4b3c-946a-13a0629d4b13,Non-Fiction Item 279,Books,Non-Fiction,66.94
93aaaa53-7a3e-4229-b4e1-51578fdba1e1,Fiction Item 280,Books,Fiction,53.56
9abf0645-0753-4614-af84-1f625e81ba3b,Comics Item 281,Books,Comics,119.51
40ab8d3d-2b46-4bd1-b53f-3202dd64bbc6,fiction item 282,Books,Fiction,198.32
aa3cc0a6-29db-49be-8e02-9b04ac2d0168,Phones Item 283,Electronics,Phones,327.67
46ce3d88-4397-40d3-804d-26595414a404,Women Item 284,Clothing,Women,216.04
13c4f0de-19b0-4120-bb53-840a77df735c,Kids Item 285,Clothing,Kids,215.97
419e202a-bbc4-402d-8705-11971b2553a3,   Phones Item 286   ,Electronics,Phones,372.0
80ee7d94-fd45-400b-9842-411a40816043,Laptops Item 287,Electronics,Laptops,397.14
